contract_type,symbol,description,strike,expiration_date,mark,bid,bid_size,ask,ask_size,last,last_size,open_interest,total_volume,delta,gamma,theta,vega,rho,volatility,theoretical_volatility,theoretical_option_value,intrinsic_value,extrinsic_value,underlying_price
CALL,SPXW  260414C05200000,SPXW 04/14/2026 5200.00 C,5200.0,2026-04-14,1619.95,1609.9,2,1630.0,1,0.0,0,0,0,1.0,0.0,0.999,0.003,0.175,133.095,29.0,1620.756,1621.87,-1621.87,6821.87
CALL,SPXW  260414C05300000,SPXW 04/14/2026 5300.00 C,5300.0,2026-04-14,1519.8,1510.5,1,1529.1,1,0.0,0,0,0,1.0,0.0,0.999,0.003,0.178,124.196,29.0,1520.756,1521.87,-1521.87,6821.87
CALL,SPXW  260414C05400000,SPXW 04/14/2026 5400.00 C,5400.0,2026-04-14,1419.8,1410.5,1,1429.1,1,0.0,0,0,0,1.0,0.0,0.999,0.003,0.182,115.508,29.0,1420.756,1421.87,-1421.87,6821.87
CALL,SPXW  260414C05475000,SPXW 04/14/2026 5475.00 C,5475.0,2026-04-14,1345.1,1336.1,2,1354.1,1,0.0,0,0,0,1.0,0.0,0.999,0.003,0.184,109.101,29.0,1345.756,1346.87,-1346.87,6821.87
CALL,SPXW  260414C05500000,SPXW 04/14/2026 5500.00 C,5500.0,2026-04-14,1319.9,1310.6,2,1329.2,1,1294.66,1,0,1,1.0,0.0,0.999,0.003,0.185,106.985,29.0,1320.756,1321.87,-27.21,6821.87
CALL,SPXW  260414C05525000,SPXW 04/14/2026 5525.00 C,5525.0,2026-04-14,1296.25,1286.1,2,1306.4,2,0.0,0,0,0,1.0,0.0,0.999,0.004,0.186,104.88,29.0,1295.756,1296.87,-1296.87,6821.87
CALL,SPXW  260414C05550000,SPXW 04/14/2026 5550.00 C,5550.0,2026-04-14,1269.9,1260.7,2,1279.1,1,0.0,0,0,0,1.0,0.0,0.999,0.004,0.187,102.755,29.0,1270.756,1271.87,-1271.87,6821.87
CALL,SPXW  260414C05575000,SPXW 04/14/2026 5575.00 C,5575.0,2026-04-14,1246.35,1236.3,2,1256.4,2,1019.22,1,1,0,1.0,0.0,0.999,0.004,0.188,100.616,29.0,1245.756,1246.87,-227.65,6821.87
CALL,SPXW  260414C05600000,SPXW 04/14/2026 5600.00 C,5600.0,2026-04-14,1219.65,1210.1,2,1229.2,1,0.0,0,0,0,1.0,0.0,0.999,0.004,0.189,98.514,29.0,1220.756,1221.87,-1221.87,6821.87
CALL,SPXW  260414C05625000,SPXW 04/14/2026 5625.00 C,5625.0,2026-04-14,1196.25,1186.1,2,1206.4,2,0.0,0,0,0,1.0,0.0,0.999,0.004,0.189,96.46,29.0,1195.756,1196.87,-1196.87,6821.87
CALL,SPXW  260414C05650000,SPXW 04/14/2026 5650.00 C,5650.0,2026-04-14,1170.8,1160.2,2,1181.4,2,0.0,0,0,0,1.0,0.0,0.999,0.004,0.19,94.356,29.0,1170.756,1171.87,-1171.87,6821.87
CALL,SPXW  260414C05675000,SPXW 04/14/2026 5675.00 C,5675.0,2026-04-14,1146.5,1136.6,2,1156.4,2,0.0,0,0,0,1.0,0.0,0.999,0.004,0.191,92.264,29.0,1145.756,1146.87,-1146.87,6821.87
CALL,SPXW  260414C05700000,SPXW 04/14/2026 5700.00 C,5700.0,2026-04-14,1120.05,1111.6,2,1128.5,1,0.0,0,0,0,0.999,0.0,0.974,0.007,0.192,94.799,29.0,1120.781,1121.87,-1121.87,6821.87
CALL,SPXW  260414C05725000,SPXW 04/14/2026 5725.00 C,5725.0,2026-04-14,1096.05,1085.7,2,1106.4,2,0.0,0,0,0,0.999,0.0,0.973,0.007,0.193,92.668,29.0,1095.781,1096.87,-1096.87,6821.87
CALL,SPXW  260414C05750000,SPXW 04/14/2026 5750.00 C,5750.0,2026-04-14,1070.2,1060.7,2,1079.7,1,0.0,0,0,0,0.999,0.0,0.974,0.007,0.193,90.493,29.0,1070.781,1071.87,-1071.87,6821.87
CALL,SPXW  260414C05775000,SPXW 04/14/2026 5775.00 C,5775.0,2026-04-14,1045.2,1035.7,2,1054.7,1,0.0,0,0,0,0.999,0.0,0.973,0.008,0.194,88.401,29.0,1045.781,1046.87,-1046.87,6821.87
CALL,SPXW  260414C05800000,SPXW 04/14/2026 5800.00 C,5800.0,2026-04-14,1020.65,1011.2,2,1030.1,1,0.0,0,0,0,0.999,0.0,0.949,0.011,0.195,88.982,29.0,1020.806,1021.87,-1021.87,6821.87
CALL,SPXW  260414C05825000,SPXW 04/14/2026 5825.00 C,5825.0,2026-04-14,995.45,986.2,2,1004.7,1,0.0,0,0,0,0.999,0.0,0.949,0.011,0.196,86.79,29.0,995.806,996.87,-996.87,6821.87
CALL,SPXW  260414C05850000,SPXW 04/14/2026 5850.00 C,5850.0,2026-04-14,970.2,961.2,2,979.2,1,0.0,0,1,0,0.999,0.0,0.948,0.011,0.197,84.61,29.0,970.806,971.87,-971.87,6821.87
CALL,SPXW  260414C05875000,SPXW 04/14/2026 5875.00 C,5875.0,2026-04-14,945.6,936.2,2,955.0,1,0.0,0,0,0,0.999,0.0,0.973,0.008,0.198,79.847,29.0,945.781,946.87,-946.87,6821.87
CALL,SPXW  260414C05900000,SPXW 04/14/2026 5900.00 C,5900.0,2026-04-14,920.55,911.8,2,929.3,1,547.35,1,2,0,0.999,0.0,0.948,0.012,0.198,80.257,29.0,920.806,921.87,-374.52,6821.87
CALL,SPXW  260414C05925000,SPXW 04/14/2026 5925.00 C,5925.0,2026-04-14,894.95,885.7,2,904.2,1,0.0,0,0,0,0.999,0.0,0.948,0.012,0.199,78.094,29.0,895.806,896.87,-896.87,6821.87
CALL,SPXW  260414C05950000,SPXW 04/14/2026 5950.00 C,5950.0,2026-04-14,870.3,861.4,2,879.2,1,0.0,0,0,0,0.999,0.0,0.948,0.012,0.2,75.93,29.0,870.806,871.87,-871.87,6821.87
CALL,SPXW  260414C05975000,SPXW 04/14/2026 5975.00 C,5975.0,2026-04-14,846.65,836.8,2,856.5,2,535.7,1,1,0,0.999,0.0,0.948,0.012,0.201,73.776,29.0,845.806,846.87,-311.17,6821.87
CALL,SPXW  260414C06000000,SPXW 04/14/2026 6000.00 C,6000.0,2026-04-14,819.7,810.6,2,828.8,1,454.04,2,4,0,0.999,0.0,0.923,0.016,0.202,73.374,29.0,820.831,821.87,-367.83,6821.87
CALL,SPXW  260414C06025000,SPXW 04/14/2026 6025.00 C,6025.0,2026-04-14,796.8,794.6,2,799.0,9,0.0,0,0,0,0.999,0.0,0.923,0.016,0.203,71.184,29.0,795.831,796.87,-796.87,6821.87
CALL,SPXW  260414C06030000,SPXW 04/14/2026 6030.00 C,6030.0,2026-04-14,791.8,789.6,2,794.0,9,0.0,0,0,0,0.999,0.0,0.923,0.016,0.203,70.747,29.0,790.831,791.87,-791.87,6821.87
CALL,SPXW  260414C06040000,SPXW 04/14/2026 6040.00 C,6040.0,2026-04-14,781.85,779.7,2,784.0,9,0.0,0,0,0,0.999,0.0,0.923,0.017,0.203,69.874,29.0,780.831,781.87,-781.87,6821.87
CALL,SPXW  260414C06050000,SPXW 04/14/2026 6050.00 C,6050.0,2026-04-14,771.85,769.7,2,774.0,9,499.33,1,0,0,0.999,0.0,0.923,0.017,0.203,69.002,29.0,770.832,771.87,-272.54,6821.87
CALL,SPXW  260414C06060000,SPXW 04/14/2026 6060.00 C,6060.0,2026-04-14,761.9,759.8,2,764.0,9,0.0,0,0,0,0.999,0.0,0.923,0.017,0.204,68.132,29.0,760.832,761.87,-761.87,6821.87
CALL,SPXW  260414C06070000,SPXW 04/14/2026 6070.00 C,6070.0,2026-04-14,751.85,749.8,2,753.9,9,516.35,1,1,0,0.998,0.0,0.923,0.017,0.204,67.265,29.0,750.832,751.87,-235.52,6821.87
CALL,SPXW  260414C06075000,SPXW 04/14/2026 6075.00 C,6075.0,2026-04-14,746.85,744.8,2,748.9,9,0.0,0,0,0,0.998,0.0,0.923,0.017,0.204,66.832,29.0,745.832,746.87,-746.87,6821.87
CALL,SPXW  260414C06080000,SPXW 04/14/2026 6080.00 C,6080.0,2026-04-14,741.85,739.8,2,743.9,9,383.46,1,1,0,0.998,0.0,0.923,0.017,0.204,66.401,29.0,740.832,741.87,-358.41,6821.87
CALL,SPXW  260414C06090000,SPXW 04/14/2026 6090.00 C,6090.0,2026-04-14,731.85,729.8,2,733.9,9,503.22,1,2,0,0.998,0.0,0.898,0.021,0.205,66.817,29.0,730.857,731.87,-228.65,6821.87
CALL,SPXW  260414C06100000,SPXW 04/14/2026 6100.00 C,6100.0,2026-04-14,721.85,719.8,2,723.9,9,732.35,1,3,0,0.998,0.0,0.898,0.021,0.205,65.935,29.0,720.857,721.87,10.48,6821.87
CALL,SPXW  260414C06110000,SPXW 04/14/2026 6110.00 C,6110.0,2026-04-14,711.85,709.8,2,713.9,9,284.49,1,1,0,0.998,0.0,0.898,0.021,0.205,65.055,29.0,710.857,711.87,-427.38,6821.87
CALL,SPXW  260414C06120000,SPXW 04/14/2026 6120.00 C,6120.0,2026-04-14,701.9,699.9,2,703.9,9,0.0,0,0,0,0.998,0.0,0.898,0.022,0.206,64.153,29.0,700.856,701.87,-701.87,6821.87
CALL,SPXW  260414C06125000,SPXW 04/14/2026 6125.00 C,6125.0,2026-04-14,696.9,694.9,2,698.9,9,0.0,0,0,0,0.998,0.0,0.898,0.022,0.206,63.711,29.0,695.856,696.87,-696.87,6821.87
CALL,SPXW  260414C06130000,SPXW 04/14/2026 6130.00 C,6130.0,2026-04-14,691.9,689.9,2,693.9,9,339.73,2,2,0,0.998,0.0,0.898,0.022,0.206,63.269,29.0,690.857,691.87,-352.14,6821.87
CALL,SPXW  260414C06140000,SPXW 04/14/2026 6140.00 C,6140.0,2026-04-14,681.9,679.9,2,683.9,9,0.0,0,0,0,0.998,0.0,0.898,0.022,0.206,62.386,29.0,680.857,681.87,-681.87,6821.87
CALL,SPXW  260414C06150000,SPXW 04/14/2026 6150.00 C,6150.0,2026-04-14,671.9,669.9,2,673.9,9,406.26,2,1,0,0.998,0.0,0.898,0.022,0.207,61.503,29.0,670.857,671.87,-265.61,6821.87
CALL,SPXW  260414C06160000,SPXW 04/14/2026 6160.00 C,6160.0,2026-04-14,661.9,659.9,2,663.9,9,0.0,0,0,0,0.998,0.0,0.873,0.026,0.207,61.649,29.0,660.882,661.87,-661.87,6821.87
CALL,SPXW  260414C06170000,SPXW 04/14/2026 6170.00 C,6170.0,2026-04-14,651.95,650.0,2,653.9,10,426.68,2,1,0,0.998,0.0,0.873,0.026,0.207,60.754,29.0,650.882,651.87,-225.19,6821.87
CALL,SPXW  260414C06175000,SPXW 04/14/2026 6175.00 C,6175.0,2026-04-14,646.95,645.0,2,648.9,10,0.0,0,0,0,0.998,0.0,0.873,0.026,0.207,60.307,29.0,645.882,646.87,-646.87,6821.87
CALL,SPXW  260414C06180000,SPXW 04/14/2026 6180.00 C,6180.0,2026-04-14,641.95,640.0,2,643.9,10,360.0,1,2,0,0.998,0.0,0.873,0.027,0.208,59.86,29.0,640.882,641.87,-281.87,6821.87
CALL,SPXW  260414C06185000,SPXW 04/14/2026 6185.00 C,6185.0,2026-04-14,636.95,635.0,2,638.9,10,0.0,0,0,0,0.998,0.0,0.873,0.027,0.208,59.413,29.0,635.882,636.87,-636.87,6821.87
CALL,SPXW  260414C06190000,SPXW 04/14/2026 6190.00 C,6190.0,2026-04-14,631.95,630.0,2,633.9,10,407.74,2,2,0,0.998,0.0,0.873,0.027,0.208,58.966,29.0,630.882,631.87,-224.13,6821.87
CALL,SPXW  260414C06195000,SPXW 04/14/2026 6195.00 C,6195.0,2026-04-14,626.95,625.0,2,628.9,10,0.0,0,0,0,0.998,0.0,0.873,0.027,0.208,58.52,29.0,625.882,626.87,-626.87,6821.87
CALL,SPXW  260414C06200000,SPXW 04/14/2026 6200.00 C,6200.0,2026-04-14,621.95,620.0,2,623.9,10,623.98,5,14,0,0.997,0.0,0.848,0.031,0.208,58.934,29.0,620.907,621.87,2.11,6821.87
CALL,SPXW  260414C06205000,SPXW 04/14/2026 6205.00 C,6205.0,2026-04-14,616.95,615.0,2,618.9,10,0.0,0,0,0,0.997,0.0,0.848,0.031,0.208,58.482,29.0,615.907,616.87,-616.87,6821.87
CALL,SPXW  260414C06210000,SPXW 04/14/2026 6210.00 C,6210.0,2026-04-14,612.0,610.0,2,614.0,12,0.0,0,0,0,0.997,0.0,0.848,0.031,0.209,58.03,29.0,610.907,611.87,-611.87,6821.87
CALL,SPXW  260414C06215000,SPXW 04/14/2026 6215.00 C,6215.0,2026-04-14,607.0,605.0,2,609.0,12,0.0,0,0,0,0.997,0.0,0.848,0.031,0.209,57.578,29.0,605.907,606.87,-606.87,6821.87
CALL,SPXW  260414C06220000,SPXW 04/14/2026 6220.00 C,6220.0,2026-04-14,602.0,600.0,2,604.0,12,237.83,1,1,0,0.997,0.0,0.848,0.032,0.209,57.126,29.0,600.907,601.87,-364.04,6821.87
CALL,SPXW  260414C06225000,SPXW 04/14/2026 6225.00 C,6225.0,2026-04-14,596.95,595.0,2,598.9,10,252.88,1,2,0,0.997,0.0,0.848,0.032,0.209,56.674,29.0,595.907,596.87,-343.99,6821.87
CALL,SPXW  260414C06230000,SPXW 04/14/2026 6230.00 C,6230.0,2026-04-14,591.95,590.0,2,593.9,10,259.72,1,6,0,0.997,0.0,0.848,0.032,0.209,56.222,29.0,590.907,591.87,-332.15,6821.87
CALL,SPXW  260414C06235000,SPXW 04/14/2026 6235.00 C,6235.0,2026-04-14,586.95,585.0,2,588.9,10,0.0,0,0,0,0.997,0.0,0.823,0.036,0.209,56.509,29.0,585.932,586.87,-586.87,6821.87
CALL,SPXW  260414C06240000,SPXW 04/14/2026 6240.00 C,6240.0,2026-04-14,581.95,580.0,2,583.9,10,315.53,1,3,0,0.997,0.0,0.823,0.036,0.209,56.052,29.0,580.932,581.87,-266.34,6821.87
CALL,SPXW  260414C06245000,SPXW 04/14/2026 6245.00 C,6245.0,2026-04-14,576.95,575.0,2,578.9,10,359.26,2,2,0,0.997,0.0,0.823,0.036,0.21,55.596,29.0,575.932,576.87,-217.61,6821.87
CALL,SPXW  260414C06250000,SPXW 04/14/2026 6250.00 C,6250.0,2026-04-14,571.95,570.0,2,573.9,10,574.11,5,12,0,0.997,0.0,0.848,0.033,0.21,54.416,29.0,570.907,571.87,2.24,6821.87
CALL,SPXW  260414C06255000,SPXW 04/14/2026 6255.00 C,6255.0,2026-04-14,566.95,565.0,2,568.9,10,302.39,1,1,0,0.997,0.0,0.823,0.037,0.21,54.683,29.0,565.932,566.87,-264.48,6821.87
CALL,SPXW  260414C06260000,SPXW 04/14/2026 6260.00 C,6260.0,2026-04-14,562.0,560.1,2,563.9,10,376.21,2,4,0,0.997,0.0,0.823,0.037,0.21,54.226,29.0,560.932,561.87,-185.66,6821.87
CALL,SPXW  260414C06265000,SPXW 04/14/2026 6265.00 C,6265.0,2026-04-14,557.0,555.1,2,558.9,10,0.0,0,0,0,0.997,0.0,0.823,0.037,0.21,53.77,29.0,555.932,556.87,-556.87,6821.87
CALL,SPXW  260414C06270000,SPXW 04/14/2026 6270.00 C,6270.0,2026-04-14,552.0,550.1,2,553.9,10,335.83,4,3,0,0.997,0.0,0.823,0.037,0.21,53.314,29.0,550.932,551.87,-216.04,6821.87
CALL,SPXW  260414C06275000,SPXW 04/14/2026 6275.00 C,6275.0,2026-04-14,547.0,545.1,2,548.9,10,195.54,1,4,0,0.997,0.0,0.823,0.038,0.211,52.857,29.0,545.932,546.87,-351.33,6821.87
CALL,SPXW  260414C06280000,SPXW 04/14/2026 6280.00 C,6280.0,2026-04-14,542.0,540.1,2,543.9,10,533.78,1,8,0,0.996,0.0,0.798,0.041,0.211,53.032,29.0,540.957,541.87,-8.09,6821.87
CALL,SPXW  260414C06285000,SPXW 04/14/2026 6285.00 C,6285.0,2026-04-14,537.0,535.1,2,538.9,10,173.5,1,1,0,0.996,0.0,0.798,0.042,0.211,52.571,29.0,535.957,536.87,-363.37,6821.87
CALL,SPXW  260414C06290000,SPXW 04/14/2026 6290.00 C,6290.0,2026-04-14,532.0,530.1,2,533.9,10,315.91,1,2,0,0.996,0.0,0.798,0.042,0.211,52.111,29.0,530.957,531.87,-215.96,6821.87
CALL,SPXW  260414C06295000,SPXW 04/14/2026 6295.00 C,6295.0,2026-04-14,526.95,525.1,2,528.8,10,315.5,1,1,0,0.996,0.0,0.798,0.042,0.211,51.65,29.0,525.957,526.87,-211.37,6821.87
CALL,SPXW  260414C06300000,SPXW 04/14/2026 6300.00 C,6300.0,2026-04-14,521.95,520.1,2,523.8,10,326.72,1,18,0,0.996,0.0,0.773,0.046,0.211,51.754,29.0,520.982,521.87,-195.15,6821.87
CALL,SPXW  260414C06305000,SPXW 04/14/2026 6305.00 C,6305.0,2026-04-14,516.95,515.1,2,518.8,10,282.63,1,2,0,0.996,0.0,0.773,0.046,0.211,51.289,29.0,515.982,516.87,-234.24,6821.87
CALL,SPXW  260414C06310000,SPXW 04/14/2026 6310.00 C,6310.0,2026-04-14,511.95,510.1,2,513.8,10,503.85,1,3,0,0.996,0.0,0.773,0.047,0.212,50.824,29.0,510.982,511.87,-8.02,6821.87
CALL,SPXW  260414C06315000,SPXW 04/14/2026 6315.00 C,6315.0,2026-04-14,506.95,505.1,2,508.8,10,295.48,1,4,0,0.996,0.0,0.773,0.047,0.212,50.359,29.0,505.982,506.87,-211.39,6821.87
CALL,SPXW  260414C06320000,SPXW 04/14/2026 6320.00 C,6320.0,2026-04-14,501.95,500.1,13,503.8,10,496.96,1,11,0,0.996,0.0,0.773,0.047,0.212,49.893,29.0,500.982,501.87,-4.91,6821.87
CALL,SPXW  260414C06325000,SPXW 04/14/2026 6325.00 C,6325.0,2026-04-14,496.95,495.1,13,498.8,10,283.7,4,21,0,0.996,0.0,0.773,0.048,0.212,49.428,29.0,495.982,496.87,-213.17,6821.87
CALL,SPXW  260414C06330000,SPXW 04/14/2026 6330.00 C,6330.0,2026-04-14,491.95,490.1,13,493.8,10,198.58,1,17,0,0.996,0.0,0.773,0.048,0.212,48.963,29.0,490.982,491.87,-293.29,6821.87
CALL,SPXW  260414C06335000,SPXW 04/14/2026 6335.00 C,6335.0,2026-04-14,486.95,485.1,13,488.8,10,480.86,1,24,3,0.996,0.0,0.773,0.049,0.212,48.498,29.0,485.982,486.87,-6.01,6821.87
CALL,SPXW  260414C06340000,SPXW 04/14/2026 6340.00 C,6340.0,2026-04-14,481.95,480.1,13,483.8,10,489.76,1,81,0,0.996,0.0,0.773,0.049,0.213,48.033,29.0,480.982,481.87,7.89,6821.87
CALL,SPXW  260414C06345000,SPXW 04/14/2026 6345.00 C,6345.0,2026-04-14,476.95,475.1,13,478.8,11,472.38,1,20,1,0.995,0.0,0.748,0.053,0.213,48.057,29.0,476.007,476.87,-4.49,6821.87
CALL,SPXW  260414C06350000,SPXW 04/14/2026 6350.00 C,6350.0,2026-04-14,471.95,470.1,2,473.8,11,482.49,1,80,0,0.995,0.0,0.748,0.053,0.213,47.588,29.0,471.007,471.87,10.62,6821.87
CALL,SPXW  260414C06355000,SPXW 04/14/2026 6355.00 C,6355.0,2026-04-14,466.95,465.1,2,468.8,11,274.58,2,19,0,0.995,0.0,0.748,0.054,0.213,47.119,29.0,466.007,466.87,-192.29,6821.87
CALL,SPXW  260414C06360000,SPXW 04/14/2026 6360.00 C,6360.0,2026-04-14,461.95,460.1,2,463.8,11,231.13,5,51,0,0.995,0.0,0.723,0.058,0.213,47.097,29.0,461.032,461.87,-230.74,6821.87
CALL,SPXW  260414C06365000,SPXW 04/14/2026 6365.00 C,6365.0,2026-04-14,456.95,455.1,2,458.8,11,126.25,4,9,0,0.995,0.0,0.723,0.058,0.213,46.624,29.0,456.032,456.87,-330.62,6821.87
CALL,SPXW  260414C06370000,SPXW 04/14/2026 6370.00 C,6370.0,2026-04-14,452.0,450.1,13,453.9,11,250.33,2,14,0,0.995,0.0,0.723,0.059,0.213,46.15,29.0,451.032,451.87,-201.54,6821.87
CALL,SPXW  260414C06375000,SPXW 04/14/2026 6375.00 C,6375.0,2026-04-14,447.05,445.2,13,448.9,11,248.93,2,24,0,0.995,0.0,0.723,0.059,0.213,45.677,29.0,446.032,446.87,-197.94,6821.87
CALL,SPXW  260414C06380000,SPXW 04/14/2026 6380.00 C,6380.0,2026-04-14,442.05,440.2,13,443.9,11,442.48,3,42,0,0.995,0.0,0.723,0.06,0.214,45.204,29.0,441.032,441.87,0.61,6821.87
CALL,SPXW  260414C06385000,SPXW 04/14/2026 6385.00 C,6385.0,2026-04-14,437.05,435.2,13,438.9,11,160.0,1,32,0,0.995,0.0,0.723,0.06,0.214,44.731,29.0,436.032,436.87,-276.87,6821.87
CALL,SPXW  260414C06390000,SPXW 04/14/2026 6390.00 C,6390.0,2026-04-14,432.05,430.2,13,433.9,11,206.55,1,14,0,0.994,0.0,0.723,0.061,0.214,44.257,29.0,431.032,431.87,-225.32,6821.87
CALL,SPXW  260414C06395000,SPXW 04/14/2026 6395.00 C,6395.0,2026-04-14,427.05,425.2,13,428.9,11,235.12,1,9,0,0.994,0.0,0.723,0.061,0.214,43.784,29.0,426.032,426.87,-191.75,6821.87
CALL,SPXW  260414C06400000,SPXW 04/14/2026 6400.00 C,6400.0,2026-04-14,422.05,420.2,2,423.9,11,435.44,10,49,0,0.994,0.0,0.698,0.065,0.214,43.703,29.0,421.057,421.87,13.57,6821.87
CALL,SPXW  260414C06405000,SPXW 04/14/2026 6405.00 C,6405.0,2026-04-14,417.05,415.2,2,418.9,11,230.14,2,8,0,0.994,0.0,0.698,0.066,0.214,43.226,29.0,416.057,416.87,-186.73,6821.87
CALL,SPXW  260414C06410000,SPXW 04/14/2026 6410.00 C,6410.0,2026-04-14,412.05,410.2,2,413.9,11,404.02,5,38,5,0.994,0.0,0.673,0.07,0.214,43.113,29.0,411.082,411.87,-7.85,6821.87
CALL,SPXW  260414C06415000,SPXW 04/14/2026 6415.00 C,6415.0,2026-04-14,407.05,405.2,2,408.9,11,398.89,5,15,5,0.993,0.0,0.673,0.071,0.215,42.633,29.0,406.082,406.87,-7.98,6821.87
CALL,SPXW  260414C06420000,SPXW 04/14/2026 6420.00 C,6420.0,2026-04-14,402.05,400.2,13,403.9,11,397.02,2,16,0,0.993,0.0,0.673,0.072,0.215,42.151,29.0,401.082,401.87,-4.85,6821.87
CALL,SPXW  260414C06425000,SPXW 04/14/2026 6425.00 C,6425.0,2026-04-14,397.05,395.2,13,398.9,11,391.8,1,28,0,0.993,0.0,0.673,0.072,0.215,41.67,29.0,396.082,396.87,-5.07,6821.87
CALL,SPXW  260414C06430000,SPXW 04/14/2026 6430.00 C,6430.0,2026-04-14,392.05,390.2,13,393.9,11,150.3,1,13,0,0.993,0.0,0.673,0.073,0.215,41.189,29.0,391.082,391.87,-241.57,6821.87
CALL,SPXW  260414C06435000,SPXW 04/14/2026 6435.00 C,6435.0,2026-04-14,387.05,385.2,13,388.9,11,354.99,1,29,0,0.993,0.0,0.673,0.074,0.215,40.707,29.0,386.082,386.87,-31.88,6821.87
CALL,SPXW  260414C06440000,SPXW 04/14/2026 6440.00 C,6440.0,2026-04-14,382.05,380.2,13,383.9,11,379.28,2,27,8,0.993,0.0,0.673,0.074,0.215,40.225,29.0,381.082,381.87,-2.59,6821.87
CALL,SPXW  260414C06445000,SPXW 04/14/2026 6445.00 C,6445.0,2026-04-14,377.05,375.2,13,378.9,11,372.51,2,13,2,0.993,0.0,0.648,0.079,0.215,40.068,29.0,376.107,376.87,-4.36,6821.87
CALL,SPXW  260414C06450000,SPXW 04/14/2026 6450.00 C,6450.0,2026-04-14,372.05,370.2,13,373.9,11,370.05,5,71,22,0.992,0.0,0.623,0.083,0.215,39.89,29.0,371.132,371.87,-1.82,6821.87
CALL,SPXW  260414C06455000,SPXW 04/14/2026 6455.00 C,6455.0,2026-04-14,367.05,365.2,13,368.9,11,316.31,1,19,0,0.992,0.0,0.623,0.084,0.216,39.402,29.0,366.132,366.87,-50.56,6821.87
